,meanings english sense,kun readings,on readings,info clearfix,names,level,grade,kun names,on names
福,"blessing, fortune, luck, wealth",,On: フク,"13 strokes.  JLPT N3.  Jōyō kanji, taught in grade 3.","['Fukui', 'Fukuoka', 'Fukutsu', 'Fukushima', 'Fukuyama', 'Fukuchiyama', 'Fussa']",3,3,['arakajime'],['fuku']
相,"inter-, mutual, together, each other, minister of state, councillor, aspect, phase, physiognomy",Kun: あい-,On: ソウ、 ショウ,"9 strokes.  JLPT N3.  Jōyō kanji, taught in grade 3.","['Sōma', 'Minamisōma', 'Aioi', 'Sagamihara']",3,3,['ai'],"['sou', 'shou']"
美,"beauty, beautiful",Kun: うつく.しい,On: ビ、 ミ,"9 strokes.  JLPT N3.  Jōyō kanji, taught in grade 3.","['Mino', 'Minokamo', 'Bibai', 'Omitama', 'Nomi', 'Amami', 'Kami', 'Mimasaka', 'Mima', 'Mine']",3,3,['utsukushii'],"['bi', 'mi']"
深,"deep, heighten, intensify, strengthen",Kun: ふか.い、 -ぶか.い、 ふか.まる、 ふか.める、 み-,On: シン,"11 strokes.  JLPT N3.  Jōyō kanji, taught in grade 3.","['Fukagawa', 'Fukaya']",3,3,"['fukai', 'bukai', 'fukamaru', 'fukameru', 'mi']",['shin']
登,"ascend, climb up",Kun: のぼ.る、 あ.がる,On: トウ、 ト、 ドウ、 ショウ、 チョウ,"12 strokes.  JLPT N3.  Jōyō kanji, taught in grade 3.","['Noboribetsu', 'Tome']",3,3,"['noboru', 'agaru']","['tou', 'to', 'dou', 'shou', 'chou']"
庭,"courtyard, garden, yard",Kun: にわ,On: テイ,"10 strokes.  JLPT N3.  Jōyō kanji, taught in grade 3.","['Eniwa', 'Maniwa']",3,3,['niwa'],['tei']
路,"path, route, road, distance",Kun: -じ、 みち,On: ロ、 ル,"13 strokes.  JLPT N3.  Jōyō kanji, taught in grade 3.","['Kushiro', 'Himeji', 'Awaji']",3,3,"['ji', 'miti']","['ro', 'ru']"
神,"gods, mind, soul",Kun: かみ、 かん-、 こう-,On: シン、 ジン,"9 strokes.  JLPT N3.  Jōyō kanji, taught in grade 3.","['Kobe', 'Kamisu', 'Kanzaki']",3,3,"['kami', 'kan', 'kou']","['shin', 'jin']"
守,"guard, protect, defend, obey",Kun: まも.る、 まも.り、 もり、 -もり、 かみ,On: シュ、 ス,"6 strokes.  JLPT N3.  Jōyō kanji, taught in grade 3.","['Moriya', 'Moriguchi', 'Moriyama']",3,3,"['mamoru', 'mamori', 'mori', 'mori', 'kami']","['sfu', 'su']"
指,"finger, point to, indicate, put into, play (chess), measure (ruler)",Kun: ゆび、 さ.す、 -さ.し,On: シ,"9 strokes.  JLPT N3.  Jōyō kanji, taught in grade 3.",['Ibusuki'],3,3,"['yubi', 'sasu', 'sasi']",['si']
宿,"inn, lodging, relay station, dwell, lodge, be pregnant, home, dwelling",Kun: やど、 やど.る、 やど.す,On: シュク,"11 strokes.  JLPT N3.  Jōyō kanji, taught in grade 3.","['Ibusuki', 'Sukumo', 'Shinjuku']",3,3,"['yado', 'yadoru', 'yadosu']",['sfuku']
表,"surface, table, chart, diagram",Kun: おもて、 -おもて、 あらわ.す、 あらわ.れる、 あら.わす,On: ヒョウ,"8 strokes.  JLPT N3.  Jōyō kanji, taught in grade 3.",['Nishinoomote'],3,3,"['omote', 'omote', 'arawasu', 'arawareru', 'arawasu']",['hou']
都,"metropolis, capital, all, everything",Kun: みやこ,On: ト、 ツ,"11 strokes.  JLPT N3.  Jōyō kanji, taught in grade 3.","['Kyoto', 'Miyakonojō', 'Saito', 'Utsunomiya', 'Tsuru']",3,3,['miyako'],"['to', 'tu']"
部,"section, bureau, dept, class, copy, part, portion, counter for copies of a newspaper or magazine",Kun: -べ,On: ブ,"11 strokes.  JLPT N3.  Jōyō kanji, taught in grade 3.","['Ayabe', 'Kasukabe', 'Tokyo', 'Oyabe', 'Kurobe', 'Ube']",3,3,['be'],['bu']
陽,"sunshine, yang principle, positive, male, heaven, daytime",Kun: ひ,On: ヨウ,"12 strokes.  JLPT N3.  Jōyō kanji, taught in grade 3.","['Jōyō', ""Nan'yō"", ""San'yō-Onoda""]",3,3,['hi'],['you']
向,"yonder, facing, beyond, confront, defy, tend toward, approach",Kun: む.く、 む.い、 -む.き、 む.ける、 -む.け、 む.かう、 む.かい、 む.こう、 む.こう-、 むこ、 むか.い,On: コウ,"6 strokes.  JLPT N3.  Jōyō kanji, taught in grade 3.","['Mukō', 'Hyūga']",3,3,"['muku', 'mui', 'muki', 'mukeru', 'muke', 'mukau', 'mukai', 'mukou', 'mukou', 'muko', 'mukai']",['kou']
曲,"bend, music, melody, composition, pleasure, injustice, fault, curve, crooked, perverse, lean",Kun: ま.がる、 ま.げる、 くま,On: キョク,"6 strokes.  JLPT N3.  Jōyō kanji, taught in grade 3.",['Chikuma'],3,3,"['magaru', 'mageru', 'kuma']",['koku']
面,"mask, face, features, surface",Kun: おも、 おもて、 つら,On: メン、 ベン,"9 strokes.  JLPT N3.  Jōyō kanji, taught in grade 3.",['Minoh'],3,3,"['omo', 'omote', 'tsura']","['men', 'ben']"
幸,"happiness, blessing, fortune",Kun: さいわ.い、 さち、 しあわ.せ,On: コウ,"8 strokes.  JLPT N3.  Jōyō kanji, taught in grade 3.",['Satte'],3,3,"['saiwai', 'sachi', 'shiawase']",['kou']
調,"tune, tone, meter, key (music), writing style, prepare, exorcise, investigate, harmonize, mediate",Kun: しら.べる、 しら.べ、 ととの.う、 ととの.える,On: チョウ,"15 strokes.  JLPT N3.  Jōyō kanji, taught in grade 3.",['Chōfu'],3,3,"['shiraberu', 'shirabe', 'totonou', 'totonoeru']",['chou']
港,harbor,Kun: みなと,On: コウ,"12 strokes.  JLPT N3.  Jōyō kanji, taught in grade 3.","['Minato', 'Sakaiminato']",3,3,['minato'],['kou']
寒,cold,Kun: さむ.い,On: カン,"12 strokes.  JLPT N3.  Jōyō kanji, taught in grade 3.",['Sagae'],3,3,['samui'],['kan']
酒,"sake, alcohol",Kun: さけ、 さか-,On: シュ,"10 strokes.  JLPT N3.  Jōyō kanji, taught in grade 3.",['Sakata'],3,3,"['sake', 'saka']",['shu']
愛,"love, affection, favourite",Kun: いと.しい、 かな.しい、 め.でる、 お.しむ、 まな,On: アイ,"13 strokes.  JLPT N3.  Jōyō kanji, taught in grade 4.",['Aisai'],3,4,"['itoshii', 'kanashii', 'mederu', 'oshimu', 'mana']",['ai']
富,"wealth, enrich, abundant",Kun: と.む、 とみ,On: フ、 フウ,"12 strokes.  JLPT N3.  Jōyō kanji, taught in grade 4.","['Yatomi', 'Futtsu', 'Tomisato', 'Tomioka', 'Furano', 'Tomiya', 'Tondabayashi', 'Fujimi', 'Fujinomiya', 'Fuji', 'Toyama', 'Fujiyoshida']",3,4,"['tomu', 'tomi']","['fu', 'fuu']"
好,"fond, pleasing, like something",Kun: この.む、 す.く、 よ.い、 い.い,On: コウ,"6 strokes.  JLPT N3.  Jōyō kanji, taught in grade 4.",['Miyoshi'],3,4,"['konomu', 'suku', 'yoi', 'ii']",['kou']
利,"profit, advantage, benefit",Kun: き.く,On: リ,"7 strokes.  JLPT N3.  Jōyō kanji, taught in grade 4.","['Yurihonjō', 'Ashikaga']",3,4,['kiku'],['ri']
成,"turn into, become, get, grow, elapse, reach",Kun: な.る、 な.す、 -な.す,On: セイ、 ジョウ,"6 strokes.  JLPT N3.  Jōyō kanji, taught in grade 4.",['Narita'],3,4,"['naru', 'nasu', 'nasu']","['sei', 'jou']"
治,"reign, be at peace, calm down, subdue, quell, govt, cure, heal, rule, conserve",Kun: おさ.める、 おさ.まる、 なお.る、 なお.す,On: ジ、 チ,"8 strokes.  JLPT N3.  Jōyō kanji, taught in grade 4.","['Imabari', 'Tajimi', 'Uji']",3,4,"['osameru', 'osamaru', 'naoru', 'naosu']","['ji', 'ti']"
達,"accomplished, reach, arrive, attain",Kun: -たち,On: タツ、 ダ,"12 strokes.  JLPT N3.  Jōyō kanji, taught in grade 4.",['Date'],3,4,['tati'],"['tatsu', 'da']"
関,"connection, barrier, gateway, involve, concerning",Kun: せき、 -ぜき、 かか.わる、 からくり、 かんぬき,On: カン,"14 strokes.  JLPT N3.  Jōyō kanji, taught in grade 4.","['Seki', 'Ichinoseki', 'Shimonoseki']",3,4,"['seki', 'zeki', 'kakawaru', 'karakuri', 'kannuki']",['kan']
加,"add, addition, increase, join, include, Canada",Kun: くわ.える、 くわ.わる,On: カ,"5 strokes.  JLPT N3.  Jōyō kanji, taught in grade 4.","['Minokamo', 'Kakogawa', 'Kasai', 'Katō', 'Kaga', 'Kamo', 'Kazo', 'Sōka']",3,4,"['kuwaeru', 'kuwawaru']",['ka']
飛,"fly, skip (pages), scatter",Kun: と.ぶ、 と.ばす、 -と.ばす,On: ヒ,"9 strokes.  JLPT N3.  Jōyō kanji, taught in grade 4.",['Hida'],3,4,"['tobu', 'tobasu', 'tobasu']",['hi']
良,"good, pleasing, skilled",Kun: よ.い、 -よ.い、 い.い、 -い.い,On: リョウ,"7 strokes.  JLPT N3.  Jōyō kanji, taught in grade 4.","['Furano', 'Aira', 'Nara']",3,4,"['yoi', 'yoi', 'ii', 'ii']",['rou']
観,"outlook, look, appearance, condition, view",Kun: み.る、 しめ.す,On: カン,"18 strokes.  JLPT N3.  Jōyō kanji, taught in grade 4.","[""Kan'onji""]",3,4,"['miru', 'shimesu']",['kan']
置,"placement, put, set, deposit, leave behind, keep, employ, pawn",Kun: お.く、 -お.き,On: チ,"13 strokes.  JLPT N3.  Jōyō kanji, taught in grade 4.",['Hioki'],3,4,"['oku', 'oki']",['ti']
老,"old man, old age, grow old",Kun: お.いる、 ふ.ける,On: ロウ,"6 strokes.  JLPT N3.  Jōyō kanji, taught in grade 4.",['Ebina'],3,4,"['oiru', 'fukeru']",['rou']
満,"full, fullness, enough, satisfy",Kun: み.ちる、 み.つ、 み.たす,On: マン、 バン,"12 strokes.  JLPT N3.  Jōyō kanji, taught in grade 4.",['Itoman'],3,4,"['michiru', 'mitsu', 'mitasu']","['man', 'ban']"
静,quiet,Kun: しず-、 しず.か、 しず.まる、 しず.める,On: セイ、 ジョウ,"14 strokes.  JLPT N3.  Jōyō kanji, taught in grade 4.",['Shizuoka'],3,4,"['shizu', 'shizuka', 'shizumaru', 'shizumeru']","['sei', 'jou']"
熱,"heat, temperature, fever, mania, passion",Kun: あつ.い,On: ネツ,"15 strokes.  JLPT N3.  Jōyō kanji, taught in grade 4.",['Atami'],3,4,['atsui'],['netu']
常,"usual, ordinary, normal, common, regular, continually, always, long-lasting",Kun: つね、 とこ-,On: ジョウ,"11 strokes.  JLPT N3.  Jōyō kanji, taught in grade 5.","['Tokoname', 'Jōsō', 'Hitachiōta', 'Hitachiōmiya']",3,5,"['tsune', 'toko']",['jou']
能,"ability, talent, skill, capacity",Kun: よ.く、 あた.う,On: ノウ,"10 strokes.  JLPT N3.  Jōyō kanji, taught in grade 5.","['Noshiro', 'Nomi', 'Hannō']",3,5,"['yoku', 'atau']",['nou']
居,"reside, to be, exist, live with",Kun: い.る、 -い、 お.る,On: キョ、 コ,"8 strokes.  JLPT N3.  Jōyō kanji, taught in grade 5.",['Niihama'],3,5,"['iru', 'i', 'oru']","['ko', 'ko']"
留,"detain, fasten, halt, stop",Kun: と.める、 と.まる、 とど.める、 とど.まる、 るうぶる,On: リュウ、 ル,"10 strokes.  JLPT N3.  Jōyō kanji, taught in grade 5.","['Kurume', 'Rumoi', 'Higashikurume', 'Tsuru']",3,5,"['tomeru', 'tomaru', 'todomeru', 'todomaru', 'ruuburu']","['ruu', 'ru']"
喜,"rejoice, take pleasure in",Kun: よろこ.ぶ、 よろこ.ばす,On: キ,"12 strokes.  JLPT N3.  Jōyō kanji, taught in grade 5.","['Kitakata', 'Kuki']",3,5,"['yorokobu', 'yorokobasu']",['ki']
務,"task, duties",Kun: つと.める,On: ム,"11 strokes.  JLPT N3.  Jōyō kanji, taught in grade 5.",['Kakamigahara'],3,5,['tsutomeru'],['mu']
寄,"draw near, stop in, bring near, gather, collect, send, forward",Kun: よ.る、 -よ.り、 よ.せる,On: キ,"11 strokes.  JLPT N3.  Jōyō kanji, taught in grade 5.",['Nayoro'],3,5,"['yoru', 'yori', 'yoseru']",['ki']
妻,"wife, spouse",Kun: つま,On: サイ,"8 strokes.  JLPT N3.  Jōyō kanji, taught in grade 5.",['Shimotsuma'],3,5,['tsuma'],['sai']
備,"equip, provision, preparation",Kun: そな.える、 そな.わる、 つぶさ.に,On: ビ,"12 strokes.  JLPT N3.  Jōyō kanji, taught in grade 5.",['Bizen'],3,5,"['sonaeru', 'sonawaru', 'tsubusani']",['bi']
若,"young, if, perhaps, possibly, low number, immature",Kun: わか.い、 わか-、 も.しくわ、 も.し、 も.しくは、 ごと.し,On: ジャク、 ニャク、 ニャ,"8 strokes.  JLPT N3.  Jōyō kanji, taught in grade 6.","['Miyawaka', 'Aizuwakamatsu']",3,6,"['wakai', 'waka', 'moshikuwa', 'moshi', 'moshikuha', 'gotosi']","['jaku', 'naku', 'na']"
座,"squat, seat, cushion, gathering, sit",Kun: すわ.る,On: ザ,"10 strokes.  JLPT N3.  Jōyō kanji, taught in grade 6.","['Zama', 'Niiza']",3,6,['suwaru'],['za']
訪,"call on, visit, look up, offer sympathy",Kun: おとず.れる、 たず.ねる、 と.う,On: ホウ,"11 strokes.  JLPT N3.  Jōyō kanji, taught in grade 6.",['Suwa'],3,6,"['otozureru', 'tazuneru', 'tou']",['hou']
更,"grow late, night watch, sit up late, of course, renew, renovate, again, more and more, further",Kun: さら、 さら.に、 ふ.ける、 ふ.かす,On: コウ,"7 strokes.  JLPT N3.  Jōyō kanji, taught in junior high.",['Kisarazu'],3,,"['sara', 'sarani', 'fukeru', 'fukasu']",['kou']
越,"surpass, cross over, move to, exceed, Vietnam",Kun: こ.す、 -こ.す、 -ご.し、 こ.える、 -ご.え,On: エツ、 オツ,"12 strokes.  JLPT N3.  Jōyō kanji, taught in junior high.","['Echizen', 'Jōetsu', 'Kawagoe', 'Koshigaya']",3,,"['kosu', 'kosu', 'goshi', 'koeru', 'goe']","['etsu', 'otu']"
歳,"year-end, age, occasion, opportunity",Kun: とし、 とせ、 よわい,On: サイ、 セイ,"13 strokes.  JLPT N3.  Jōyō kanji, taught in junior high.",['Chitose'],3,,"['toshi', 'tose', 'yowai']","['sai', 'sei']"
渡,"transit, ford, ferry, cross, import, deliver, diameter, migrate",Kun: わた.る、 -わた.る、 わた.す,On: ト,"12 strokes.  JLPT N3.  Jōyō kanji, taught in junior high.","['Ōfunato', 'Sado']",3,,"['wataru', 'wataru', 'watasu']",['to']
舞,"dance, flit, circle, wheel",Kun: ま.う、 -ま.う、 まい,On: ブ,"15 strokes.  JLPT N3.  Jōyō kanji, taught in junior high.",['Maizuru'],3,,"['mau', 'mau', 'mai']",['bu']
御,"honorable, manipulate, govern",Kun: おん-、 お-、 み-,On: ギョ、 ゴ,"12 strokes.  JLPT N3.  Jōyō kanji, taught in junior high.","['Tōmi', 'Gose', 'Gotemba', 'Omaezaki', 'Gobō']",3,,"['on', 'o', 'mi']","['go', 'go']"
吹,"blow, breathe, puff, emit, smoke",Kun: ふ.く,On: スイ,"7 strokes.  JLPT N3.  Jōyō kanji, taught in junior high.","['Suita', 'Fuefuki']",3,,['fuku'],['sui']
寝,"lie down, sleep, rest, bed, remain unsold",Kun: ね.る、 ね.かす、 い.ぬ、 みたまや、 や.める,On: シン,"13 strokes.  JLPT N3.  Jōyō kanji, taught in junior high.",['Neyagawa'],3,,"['neru', 'nekasu', 'inu', 'mitamaya', 'yameru']",['shin']
掛,"hang, suspend, depend, arrive at, tax, pour",Kun: か.ける、 -か.ける、 か.け、 -か.け、 -が.け、 か.かる、 -か.かる、 -が.かる、 か.かり、 -が.かり、 かかり、 -がかり,On: カイ、 ケイ,"11 strokes.  JLPT N3.  Jōyō kanji, taught in junior high.",['Kakegawa'],3,,"['kakeru', 'kakeru', 'kake', 'kake', 'gake', 'kakaru', 'kakaru', 'gakaru', 'kakari', 'gakari', 'kakari', 'gakari']","['kai', 'kei']"
森,"forest, woods",Kun: もり,On: シン,"12 strokes.  JLPT N2.  Jōyō kanji, taught in grade 1.",['Aomori'],2,1,['mori'],['shin']
糸,thread,Kun: いと,On: シ,"6 strokes.  JLPT N2.  Jōyō kanji, taught in grade 1.","['Itoshima', 'Itoigawa', 'Itoman']",2,1,['ito'],['si']
村,"village, town",Kun: むら,On: ソン,"7 strokes.  JLPT N2.  Jōyō kanji, taught in grade 1.","['Tamura', 'Ōmura', 'Murakami', 'Higashimurayama', 'Musashimurayama', 'Hamura', 'Murayama']",2,1,['mura'],['son']
林,"grove, forest",Kun: はやし,On: リン,"8 strokes.  JLPT N2.  Jōyō kanji, taught in grade 1.","['Tatebayashi', 'Kobayashi', 'Tondabayashi']",2,1,['hayasi'],['rin']
竹,bamboo,Kun: たけ,On: チク,"6 strokes.  JLPT N2.  Jōyō kanji, taught in grade 1.","['Ōtake', 'Takehara', 'Taketa']",2,1,['take'],['chiku']
玉,"jewel, ball",Kun: たま、 たま-、 -だま,On: ギョク,"5 strokes.  JLPT N2.  Jōyō kanji, taught in grade 1.","['Omitama', 'Tamana', 'Tamano']",2,1,"['tama', 'tama', 'dama']",['goku']
貝,shellfish,Kun: かい,On: バイ,"7 strokes.  JLPT N2.  Jōyō kanji, taught in grade 1.",['Kaizuka'],2,1,['kai'],['bai']
戸,"door, counter for houses, door radical (no. 63)",Kun: と,On: コ,"4 strokes.  JLPT N2.  Jōyō kanji, taught in grade 2.","['Seto', 'Hachinohe', 'Matsudo', 'Kobe', 'Mito', 'Ninohe', 'Muroto', 'Hirado', 'Setouchi', 'Toda', 'Sakado', 'Edogawa']",2,2,['to'],['ko']
谷,valley,Kun: たに、 きわ.まる,On: コク,"7 strokes.  JLPT N2.  Jōyō kanji, taught in grade 2.","['Kariya', 'Kamagaya', 'Moriya', 'Tomiya', 'Okaya', 'Ojiya', 'Koshigaya', 'Kumagaya', 'Fukaya', 'Setagaya', 'Shibuya']",2,2,"['tani', 'kiwamaru']",['koku']
岩,"boulder, rock, cliff",Kun: いわ,On: ガン,"8 strokes.  JLPT N2.  Jōyō kanji, taught in grade 2.","['Iwakura', 'Iwamizawa', 'Iwanuma', 'Iwade', 'Iwakuni']",2,2,['iwa'],['gan']
角,"angle, corner, square, horn, antlers",Kun: かど、 つの,On: カク,"7 strokes.  JLPT N2.  Jōyō kanji, taught in grade 2.","['Kazuno', 'Kakuda']",2,2,"['kado', 'tsuno']",['kaku']
羽,"feathers, counter for birds, rabbits",Kun: は、 わ、 はね,On: ウ,"6 strokes.  JLPT N2.  Jōyō kanji, taught in grade 2.","['Hashima', 'Hakui', 'Toba', 'Habikino', 'Hanyū', 'Hamura']",2,2,"['ha', 'wa', 'hane']",['u']
丸,"round, full (month), perfection, -ship, pills, make round, roll up, curl up, seduce, explain away",Kun: まる、 まる.める、 まる.い,On: ガン,"3 strokes.  JLPT N2.  Jōyō kanji, taught in grade 2.",['Marugame'],2,2,"['maru', 'marumeru', 'marui']",['gan']
寺,Buddhist temple,Kun: てら,On: ジ,"6 strokes.  JLPT N2.  Jōyō kanji, taught in grade 2.","['Zentsūji', ""Kan'onji"", 'Fujiidera', 'Kokubunji']",2,2,['tera'],['zi']
毛,"fur, hair, feather, down",Kun: け,On: モウ,"4 strokes.  JLPT N2.  Jōyō kanji, taught in grade 2.",['Sukumo'],2,2,['ke'],['mou']
池,"pond, cistern, pool, reservoir",Kun: いけ,On: チ,"6 strokes.  JLPT N2.  Jōyō kanji, taught in grade 2.","['Kikuchi', 'Ikeda']",2,2,['ike'],['ti']
雲,cloud,Kun: くも、 -ぐも,On: ウン,"12 strokes.  JLPT N2.  Jōyō kanji, taught in grade 2.","['Unzen', 'Izumo', 'Unnan']",2,2,"['kumo', 'gumo']",['un']
門,"gate, counter for cannons",Kun: かど、 と,On: モン,"8 strokes.  JLPT N2.  Jōyō kanji, taught in grade 2.","['Kadoma', 'Naruto', 'Nagato']",2,2,"['kado', 'to']",['mon']
橋,bridge,Kun: はし,On: キョウ,"16 strokes.  JLPT N2.  Jōyō kanji, taught in grade 3.","['Toyohashi', 'Funabashi', 'Yukuhashi', 'Maebashi', 'Itabashi', 'Hashimoto']",2,3,['hasi'],['kou']
湯,"hot water, bath, hot spring",Kun: ゆ,On: トウ,"12 strokes.  JLPT N2.  Jōyō kanji, taught in grade 3.",['Yuzawa'],2,3,['yu'],['tou']
央,"center, middle",,On: オウ,"5 strokes.  JLPT N2.  Jōyō kanji, taught in grade 3.","['Shikokuchūō', 'Chūō']",2,3,['yu'],['ou']
温,warm,Kun: あたた.か、 あたた.かい、 あたた.まる、 あたた.める、 ぬく,On: オン,"12 strokes.  JLPT N2.  Jōyō kanji, taught in grade 3.",['Tōon'],2,3,"['atataka', 'atatakai', 'atatamaru', 'atatameru', 'nuku']",['on']
島,island,Kun: しま,On: トウ,"10 strokes.  JLPT N2.  Jōyō kanji, taught in grade 3.","['Uwajima', 'Itoshima', 'Fukushima', 'Hashima', 'Hiroshima', 'Higashihiroshima', 'Etajima', 'Kitahiroshima', 'Kashima', 'Wajima', 'Kagoshima', 'Kirishima', 'Higashimatsushima', 'Shimabara', 'Gotō', 'Minamishimabara', 'Miyakojima', 'Tsurugashima', 'Takashima', 'Mishima', 'Shimada', 'Tokushima', 'Komatsushima', 'Akishima', 'Toshima']",2,3,['shima'],['tou']
州,"state, province",Kun: す,On: シュウ、 ス,"6 strokes.  JLPT N2.  Jōyō kanji, taught in grade 3.","['Kitakyushu', 'Ōshū', 'Minamikyūshū', 'Kōshū']",2,3,['su'],"['sfuu', 'su']"
区,"ward, district",,On: ク、 オウ、 コウ,"4 strokes.  JLPT N2.  Jōyō kanji, taught in grade 3.","['Ōta', 'Nakano', 'Tokyo', 'Adachi', 'Arakawa', 'Bunkyō', 'Chiyoda', 'Edogawa', 'Itabashi', 'Katsushika', 'Kita', 'Kōtō', 'Meguro', 'Minato', 'Nerima', 'Setagaya', 'Shibuya', 'Shinagawa', 'Shinjuku', 'Suginami', 'Sumida', 'Taitō', 'Toshima']",2,3,['su'],"['ku', 'ou', 'kou']"
根,"root, radical, head (pimple)",Kun: ね、 -ね,On: コン,"10 strokes.  JLPT N2.  Jōyō kanji, taught in grade 3.","['Nemuro', 'Akune', 'Komagane', 'Hikone', 'Higashine']",2,3,"['ne', 'ne']",['kon']
波,"waves, billows, Poland",Kun: なみ,On: ハ,"8 strokes.  JLPT N2.  Jōyō kanji, taught in grade 3.","['Tamba-Sasayama', 'Tamba', 'Awa', 'Tonami']",2,3,['nami'],['ha']
坂,"slope, incline, hill",Kun: さか,On: ハン,"7 strokes.  JLPT N2.  Jōyō kanji, taught in grade 3.","['Bandō', 'Sakaide', 'Suzaka', 'Sakado']",2,3,['saka'],['han']
岸,beach,Kun: きし,On: ガン,"8 strokes.  JLPT N2.  Jōyō kanji, taught in grade 3.",['Kishiwada'],2,3,['kisi'],['gan']
湖,lake,Kun: みずうみ,On: コ,"12 strokes.  JLPT N2.  Jōyō kanji, taught in grade 3.","['Konan', 'Kosai']",2,3,['mizuumi'],['ko']
板,"plank, board, plate, stage",Kun: いた,On: ハン、 バン,"8 strokes.  JLPT N2.  Jōyō kanji, taught in grade 3.","['Yaita', 'Itabashi']",2,3,['ita'],"['han', 'ban']"
練,"practice, gloss, train, drill, polish, refine",Kun: ね.る、 ね.り,On: レン,"14 strokes.  JLPT N2.  Jōyō kanji, taught in grade 3.",['Nerima'],2,3,"['neru', 'neri']",['ren']
氷,"icicle, ice, hail, freeze, congeal",Kun: こおり、 ひ、 こお.る,On: ヒョウ,"5 strokes.  JLPT N2.  Jōyō kanji, taught in grade 3.",['Himi'],2,3,"['koori', 'hi', 'kooru']",['hou']
童,"juvenile, child",Kun: わらべ,On: ドウ,"12 strokes.  JLPT N2.  Jōyō kanji, taught in grade 3.",['Tendō'],2,3,['warabe'],['dou']
香,"incense, smell, perfume",Kun: か、 かお.り、 かお.る,On: コウ、 キョウ,"9 strokes.  JLPT N2.  Jōyō kanji, taught in grade 4.","['Kōnan', 'Katori', 'Kami', 'Kashiba']",2,4,"['ka', 'kaori', 'kaoru']","['kou', 'kou']"
府,"borough, urban prefecture, govt office, representative body, storehouse",,On: フ,"8 strokes.  JLPT N2.  Jōyō kanji, taught in grade 4.","['Ōbu', 'Dazaifu', 'Fuchū', 'Beppu', 'Hōfu', 'Kōfu']",2,4,"['ka', 'kaori', 'kaoru']",['hu']
清,"pure, purify, cleanse, exorcise, Manchu dynasty",Kun: きよ.い、 きよ.まる、 きよ.める,On: セイ、 ショウ、 シン,"11 strokes.  JLPT N2.  Jōyō kanji, taught in grade 4.","['Kiyosu', 'Tosashimizu', 'Kiyose']",2,4,"['kiyoi', 'kiyomaru', 'kiyomeru']","['sei', 'shou', 'shin']"
孫,"grandchild, descendants",Kun: まご,On: ソン,"10 strokes.  JLPT N2.  Jōyō kanji, taught in grade 4.",['Abiko'],2,4,['mago'],['son']
印,"stamp, seal, mark, imprint, symbol, emblem, trademark, evidence, souvenir, India",Kun: しるし、 -じるし、 しる.す,On: イン,"6 strokes.  JLPT N2.  Jōyō kanji, taught in grade 4.",['Inzai'],2,4,"['shirushi', 'jirushi', 'shirusu']",['in']
各,"each, every, either",Kun: おのおの,On: カク,"6 strokes.  JLPT N2.  Jōyō kanji, taught in grade 4.",['Kakamigahara'],2,4,['onoono'],['kaku']
児,"newborn babe, child, young of animals",Kun: こ、 -こ、 -っこ,On: ジ、 ニ、 ゲイ,"7 strokes.  JLPT N2.  Jōyō kanji, taught in grade 4.","['Kani', 'Kagoshima']",2,4,"['ko', 'ko', 'uko']","['ji', 'ni', 'gei']"
芸,"technique, art, craft, performance, acting, trick, stunt",Kun: う.える、 のり、 わざ,On: ゲイ、 ウン,"7 strokes.  JLPT N2.  Jōyō kanji, taught in grade 4.","['Akitakata', 'Aki']",2,4,"['ueru', 'nori', 'waza']","['gei', 'un']"
札,"tag, paper money, counter for bonds, placard, bid",Kun: ふだ,On: サツ,"5 strokes.  JLPT N2.  Jōyō kanji, taught in grade 4.",['Sapporo'],2,4,['fuda'],['satu']
帯,"sash, belt, obi, zone, region",Kun: お.びる、 おび,On: タイ,"10 strokes.  JLPT N2.  Jōyō kanji, taught in grade 4.",['Obihiro'],2,4,"['obiru', 'obi']",['tai']
陸,"land, six",Kun: おか,On: リク、 ロク,"11 strokes.  JLPT N2.  Jōyō kanji, taught in grade 4.","['Hitachiōta', 'Hitachiōmiya', 'Rikuzentakata']",2,4,['oka'],"['riku', 'roku']"
輪,"wheel, ring, circle, link, loop, counter for wheels and flowers",Kun: わ,On: リン,"15 strokes.  JLPT N2.  Jōyō kanji, taught in grade 4.",['Wajima'],2,4,['wa'],['rin']
辺,"environs, boundary, border, vicinity",Kun: あた.り、 ほと.り、 -べ,On: ヘン,"5 strokes.  JLPT N2.  Jōyō kanji, taught in grade 4.","['Kyōtanabe', 'Tanabe']",2,4,"['atari', 'hotori', 'be']",['hen']
塩,salt,Kun: しお,On: エン,"13 strokes.  JLPT N2.  Jōyō kanji, taught in grade 4.","['Shiogama', 'Shiojiri', 'Nasushiobara']",2,4,['shio'],['en']
浅,"shallow, superficial, frivolous, wretched, shameful",Kun: あさ.い,On: セン,"9 strokes.  JLPT N2.  Jōyō kanji, taught in grade 4.",['Asakuchi'],2,4,['asai'],['sen']
焼,"bake, burning",Kun: や.く、 や.き、 や.き-、 -や.き、 や.ける,On: ショウ,"12 strokes.  JLPT N2.  Jōyō kanji, taught in grade 4.",['Yaizu'],2,4,"['yaku', 'yaki', 'yaki', 'yaki', 'yakeru']",['shou']
